id,title,artist,genre,mood,popularity,energy,tempo_bpm,valence,danceability,acousticness,liveness,instrumentalness,speechiness
216,Baby (Acoustic Version),Jonah Baker,acoustic,melancholic,42,0.147,116.103,0.328,0.655,0.88,0.266,0.0,0.0371
217,Reason,YUZU,acoustic,happy,47,0.819,122.527,0.468,0.363,0.0591,0.0988,0.0,0.0634
218,I Like Me Better,Boyce Avenue,acoustic,melancholic,54,0.263,87.145,0.315,0.473,0.814,0.142,0.0,0.033
219,Asan Ka Na Ba,Zack Tabudlo,acoustic,happy,73,0.768,105.999,0.493,0.676,0.149,0.345,0.00147,0.0294
220,A Thousand Years,Boyce Avenue,acoustic,melancholic,56,0.221,139.529,0.228,0.41,0.768,0.106,0.0,0.0315
221,drivers license,Thomas Daniel,acoustic,melancholic,56,0.217,144.413,0.373,0.439,0.933,0.126,0.0,0.0413
222,Love Someone,Jason Mraz,acoustic,sad,59,0.347,97.957,0.0797,0.582,0.317,0.111,0.00678,0.0305
223,The Winner Takes It All - Acoustic,Jae Hall,acoustic,sad,57,0.127,62.535,0.149,0.426,0.863,0.0993,4e-06,0.0648
224,Only Time,Aaron Espe,acoustic,melancholic,56,0.261,136.053,0.361,0.696,0.737,0.11,1.2e-05,0.0361
225,Almost Lover,A Fine Frenzy,acoustic,sad,57,0.24,119.58,0.167,0.549,0.947,0.106,0.0,0.0338
226,Dance Monkey,Roses & Frey,acoustic,melancholic,51,0.192,139.938,0.317,0.541,0.893,0.193,0.0,0.0282
227,Ocean,Parachute,acoustic,happy,48,0.711,119.989,0.352,0.662,0.0686,0.085,1.2e-05,0.0279
228,Dream a Little Dream of Me,Kina Grannis,acoustic,melancholic,52,0.185,82.474,0.458,0.665,0.913,0.334,0.0,0.0381
229,Back For Good,The Mayries,acoustic,melancholic,54,0.175,139.902,0.352,0.591,0.927,0.133,0.0,0.038
230,OK,Canyon City,acoustic,melancholic,55,0.183,79.961,0.486,0.489,0.907,0.106,3.9e-05,0.033
231,Just The Two Of Us,Andrew Foy,acoustic,melancholic,41,0.083,90.865,0.597,0.618,0.745,0.146,0.000123,0.057
232,Hey There Delilah,Boyce Avenue,acoustic,melancholic,49,0.319,105.036,0.258,0.664,0.862,0.121,0.0,0.0271
233,Arcade,Andrew Foy,acoustic,melancholic,37,0.266,143.651,0.35,0.408,0.875,0.104,0.000498,0.0404
234,Yellow,Kina Grannis,acoustic,melancholic,52,0.132,82.105,0.266,0.623,0.893,0.217,0.0,0.035
235,Wake Me Up,Roses & Frey,acoustic,melancholic,58,0.214,125.981,0.35,0.494,0.92,0.107,1.1e-05,0.0363
236,Walking Blind,Aidan Hawken,acoustic,sad,48,0.183,82.042,0.134,0.374,0.897,0.109,0.0387,0.0281
237,Headphones,Jon Bryant,acoustic,relaxed,56,0.455,159.985,0.396,0.559,0.421,0.103,2e-06,0.0306
238,Teenage Dream,The Rescues,acoustic,relaxed,46,0.408,119.81,0.411,0.642,0.729,0.185,0.0,0.0396
239,The Worth Of The Wait,Ivan & Alyosha,acoustic,moody,55,0.618,82.051,0.344,0.48,0.844,0.325,8.9e-05,0.0501
240,Can't Help Falling In Love - Piano Version,Kina Grannis,acoustic,sad,54,0.0937,164.721,0.147,0.271,0.939,0.108,0.0,0.0367
241,Never Come Back Again,Austin Plaine,acoustic,moody,57,0.695,104.977,0.172,0.594,0.19,0.119,4e-06,0.0259
242,Love You To Death,Chord Overstreet,acoustic,sad,49,0.344,147.924,0.0987,0.574,0.421,0.0804,0.0,0.0345
243,Someone You Loved - Acoustic,Plamina,acoustic,melancholic,55,0.298,106.244,0.31,0.647,0.861,0.12,0.0,0.0311
244,What a Wonderful World,Kina Grannis,acoustic,sad,51,0.0399,95.066,0.155,0.486,0.953,0.115,9e-06,0.0405
245,You Broke Me First,Andrew Foy,acoustic,sad,39,0.0423,123.905,0.14,0.734,0.916,0.108,0.0,0.0583
246,Long Way Down,Joshua Hyslop,acoustic,sad,60,0.231,125.062,0.186,0.711,0.832,0.105,0.00115,0.0346
247,She Is Love,Parachute,acoustic,melancholic,60,0.174,134.295,0.305,0.629,0.616,0.118,0.0,0.141
248,Marigold,Phillip LaRue,acoustic,relaxed,53,0.406,166.035,0.541,0.615,0.541,0.0982,1.7e-05,0.0358
249,12:51,krissy & ericka,acoustic,relaxed,64,0.357,136.135,0.438,0.503,0.727,0.128,0.0,0.0272
250,サンサーラ,Takehara Pistol,acoustic,melancholic,34,0.183,61.192,0.219,0.45,0.762,0.11,3e-06,0.0309
251,Sons and Daughters,Allman Brown,acoustic,melancholic,50,0.461,147.997,0.202,0.525,0.775,0.362,2e-06,0.0878
252,Brand New,Ben Rector,acoustic,happy,65,0.934,144.874,0.422,0.555,0.0027,0.122,0.0,0.113
253,Gotta Have You,The Weepies,acoustic,relaxed,56,0.363,75.004,0.543,0.678,0.872,0.0798,0.000101,0.0318
254,"30,000 Feet",Ben Rector,acoustic,melancholic,57,0.452,179.921,0.321,0.555,0.694,0.0595,0.0,0.0554
255,Jolene,Ray LaMontagne,acoustic,melancholic,64,0.142,119.656,0.288,0.588,0.863,0.0953,0.000162,0.0329
256,No Ceiling,Eddie Vedder,acoustic,happy,58,0.652,106.911,0.75,0.724,0.46,0.101,0.000142,0.0247
257,Front Porch,Joy Williams,acoustic,melancholic,64,0.224,124.44,0.2,0.567,0.887,0.109,0.0,0.0299
258,Goodbye Lulu,Days N Daze,acoustic,energetic,35,0.839,87.609,0.967,0.544,0.784,0.341,0.0,0.0568
259,Three More Days,Ray LaMontagne,acoustic,happy,36,0.68,84.518,0.903,0.555,0.126,0.0506,0.000906,0.0323
260,Isn't She Lovely - Acoustic,Callum J Wright,acoustic,relaxed,54,0.306,115.671,0.424,0.69,0.805,0.0968,0.0,0.0356
261,We Could Still Be Happy,Rachael Yamagata,acoustic,sad,43,0.317,84.853,0.177,0.513,0.365,0.118,0.003,0.0363
262,Fix You - Acoustic,John Adams,acoustic,melancholic,49,0.152,134.178,0.304,0.494,0.947,0.123,0.0,0.0313
263,I'm Yours - Acoustic,Lusaint,acoustic,melancholic,55,0.267,143.514,0.391,0.634,0.841,0.11,0.0,0.044
264,Closer,Boyce Avenue,acoustic,relaxed,54,0.471,95.003,0.466,0.694,0.411,0.233,0.0,0.0281
265,A Sky Full of Stars,Mother's Daughter,acoustic,sad,55,0.11,101.995,0.152,0.643,0.876,0.112,1.4e-05,0.0294
266,I Don't Believe in Satan,Aron Wright,acoustic,relaxed,39,0.41,83.952,0.354,0.422,0.0086,0.104,0.0,0.0467
267,Pills,The Perishers,acoustic,melancholic,51,0.288,95.435,0.293,0.543,0.667,0.113,0.0,0.0258
268,Shallow - Acoustic,Tyler Ward,acoustic,melancholic,52,0.282,187.057,0.234,0.332,0.825,0.104,0.0,0.044
269,Watermelon Sugar - Acoustic,Jonah Baker,acoustic,melancholic,56,0.121,91.211,0.461,0.43,0.908,0.161,0.0,0.0404
270,Say You Won't Let Go - Acoustic,Matt Johnson,acoustic,melancholic,48,0.197,163.985,0.348,0.432,0.87,0.11,0.0,0.0414
271,Call You Mine (Acoustic Piano),Ben Woodward,acoustic,melancholic,40,0.297,103.953,0.766,0.733,0.935,0.108,3e-06,0.0359
272,For Now,Kina Grannis,acoustic,melancholic,57,0.249,79.549,0.329,0.394,0.927,0.115,0.0,0.0396
273,Sweet Dream,Greg Laswell,acoustic,sad,53,0.234,93.72,0.19,0.41,0.798,0.108,0.00304,0.0421
274,Love Nwantiti,Andrew Foy,acoustic,melancholic,30,0.158,86.107,0.498,0.48,0.809,0.117,0.886,0.0807
275,Stars Are on Your Side,Ross Copperman,acoustic,moody,49,0.625,84.611,0.191,0.255,0.63,0.0976,0.000211,0.0323
276,We Don't Talk Anymore / Cold (feat. Sara Phillips),Jonah Baker,acoustic,relaxed,26,0.328,99.941,0.599,0.524,0.817,0.118,0.0,0.0403
277,Superman,Joe Brooks,acoustic,focused,53,0.653,162.196,0.416,0.464,0.199,0.0979,0.0,0.101
278,Chasing Cars,Boyce Avenue,acoustic,sad,52,0.331,105.01,0.0877,0.659,0.809,0.0996,0.0,0.0321
279,Calm Me Down,Zack Tabudlo,acoustic,relaxed,51,0.49,99.994,0.437,0.592,0.395,0.333,0.0,0.0263
280,KISSして,Masaharu Fukuyama,acoustic,energetic,35,0.851,93.873,0.644,0.467,0.0004,0.33,0.0,0.0526
281,Binibini (Last Day On Earth) (feat. James TW),Zack Tabudlo,acoustic,sad,54,0.391,130.03,0.101,0.564,0.478,0.127,0.0,0.0311
282,Left for America,Ciaran Lavery,acoustic,melancholic,50,0.384,79.856,0.25,0.498,0.818,0.13,0.000937,0.0976
283,Ramparts,John Frusciante,acoustic,chill,53,0.428,172.311,0.73,0.386,0.951,0.162,0.882,0.0295
284,Hold On - Acoustic,Chord Overstreet,acoustic,melancholic,48,0.259,120.102,0.246,0.702,0.878,0.108,5e-06,0.0403
285,Dust to Dust,The Civil Wars,acoustic,melancholic,49,0.265,138.017,0.2,0.747,0.745,0.11,0.0169,0.0354
286,Good night,Masaharu Fukuyama,acoustic,melancholic,35,0.498,145.908,0.221,0.522,0.0758,0.25,2e-06,0.0257
287,As You Are,Zack Tabudlo,acoustic,relaxed,60,0.438,81.07,0.447,0.715,0.353,0.108,2e-06,0.0373
288,It Aint Me,Sara Farell,acoustic,relaxed,52,0.415,175.537,0.421,0.354,0.797,0.107,0.0,0.0289
289,The Lotto,Ingrid Michaelson,acoustic,energetic,59,0.748,88.944,0.872,0.687,0.24,0.373,0.0,0.0785
290,Tamacun,Rodrigo y Gabriela,acoustic,energetic,50,0.914,128.553,0.971,0.588,0.832,0.103,0.856,0.0341
291,Make It Without You,Andrew Belle,acoustic,sad,49,0.205,117.663,0.161,0.456,0.92,0.149,0.00011,0.0313
292,Dream,Priscilla Ahn,acoustic,sad,54,0.248,109.692,0.158,0.512,0.75,0.114,3e-05,0.0275
293,"Big Love, Small Moments",JJ Heller,acoustic,melancholic,52,0.282,118.019,0.278,0.582,0.793,0.0744,2e-06,0.0316
294,I Am Not Alone,Priscilla Ahn,acoustic,melancholic,46,0.18,112.033,0.228,0.568,0.758,0.111,6.2e-05,0.0284
295,Stand Your Ground,Joshua Hyslop,acoustic,melancholic,62,0.271,131.88,0.686,0.71,0.658,0.115,5e-06,0.0283
296,Perfect Man,Front Porch Step,acoustic,angry,32,0.704,117.086,0.338,0.574,0.0931,0.136,0.000281,0.0318
297,あ。っという間はあるさ,Takehara Pistol,acoustic,energetic,33,0.895,115.941,0.94,0.64,0.273,0.247,0.0,0.0316
298,Tell The World,Eric Hutchinson,acoustic,energetic,58,0.854,120.035,0.706,0.669,0.0653,0.288,0.0,0.0431
299,Ain't No Reason,Brett Dennen,acoustic,relaxed,57,0.358,146.06,0.432,0.615,0.705,0.113,0.0,0.0552
300,A Month from Now,Rail Yard Ghosts,acoustic,happy,34,0.619,77.009,0.739,0.415,0.946,0.799,2.8e-05,0.123
301,What If,Five For Fighting,acoustic,happy,55,0.895,149.919,0.592,0.565,0.194,0.101,0.0,0.04
302,Pussy Cat,The Bridge City Sinners,acoustic,energetic,33,0.702,177.598,0.644,0.586,0.59,0.146,0.0,0.132
303,Polaroid Picture,Frank Turner,acoustic,moody,33,0.604,113.091,0.341,0.564,0.0287,0.108,5e-06,0.0549
304,I Bet On Flying High,Matt Costa,acoustic,melancholic,0,0.359,109.735,0.346,0.543,0.651,0.0981,0.0,0.0302
305,Mirrors - Acoustic,Jonah Baker,acoustic,melancholic,52,0.287,128.025,0.445,0.638,0.81,0.0804,0.0,0.0412
306,To the Wonder (feat. Kina Grannis),Aqualung,acoustic,melancholic,21,0.46,140.067,0.259,0.515,0.891,0.0874,0.14,0.0436
307,Stay - Acoustic,Jonah Baker,acoustic,melancholic,50,0.221,131.827,0.297,0.622,0.901,0.107,0.0,0.0583
308,太陽さん,Ichiko Aoba,acoustic,melancholic,55,0.0353,181.988,0.362,0.44,0.99,0.108,0.00312,0.0522
309,Oh What A Love,Kina Grannis,acoustic,sad,46,0.064,147.824,0.0647,0.457,0.941,0.107,0.108,0.0339
310,Leave The Lights On,Meiko,acoustic,energetic,56,0.821,121.938,0.661,0.649,0.0302,0.0843,0.000141,0.0313
311,I Won't Let You Down,Erin McCarley,acoustic,sad,40,0.329,72.992,0.0919,0.495,0.652,0.0606,7.6e-05,0.0386
312,Look For The Good (Single Version),Jason Mraz,acoustic,happy,21,0.615,90.263,0.746,0.71,0.0384,0.283,0.0,0.133
313,Stargazing,Isabella Celander,acoustic,melancholic,55,0.204,139.587,0.525,0.69,0.932,0.119,2e-06,0.0301
314,Is It You,Rachael Yamagata,acoustic,happy,41,0.743,130.025,0.445,0.66,0.0329,0.098,0.00136,0.0506
315,Slow Down Time,Us The Duo,acoustic,focused,44,0.657,109.954,0.433,0.733,0.013,0.317,6.7e-05,0.0272
316,2002 - Acoustic,Amber Leigh Irish,acoustic,melancholic,57,0.296,165.799,0.611,0.589,0.842,0.0736,0.0,0.083
317,Sweeter,Jess Penner,acoustic,relaxed,33,0.377,92.042,0.551,0.686,0.638,0.128,0.0,0.0589
318,Heat Waves - Acoustic,Daniel Robinson,acoustic,relaxed,56,0.338,145.877,0.495,0.659,0.842,0.277,0.0,0.0376
319,アジアの純真,Yosui Inoue,acoustic,energetic,32,0.83,111.664,0.871,0.732,0.201,0.0802,3e-05,0.0309
320,If the World Was Ending - Acoustic,Jonah Baker,acoustic,melancholic,35,0.202,147.992,0.457,0.522,0.918,0.185,0.0,0.0861
321,Comes And Goes (In Waves),Greg Laswell,acoustic,moody,55,0.698,120.013,0.155,0.565,0.54,0.124,0.0183,0.0295
322,ながれ星,Masaharu Fukuyama,acoustic,melancholic,33,0.408,143.881,0.238,0.474,0.603,0.104,2.8e-05,0.0332
323,Dusk Till Dawn - Acoustic,Blame Jones,acoustic,melancholic,46,0.244,126.341,0.29,0.543,0.864,0.112,0.0,0.0511
324,Don't Wanna Leave You,Ben Woodward,acoustic,focused,38,0.644,148.135,0.549,0.672,0.795,0.146,0.0,0.236
325,Passenger Seat,Stephen Speaks,acoustic,energetic,65,0.769,153.046,0.644,0.515,0.0456,0.0961,0.00436,0.031
326,Love,Matt White,acoustic,happy,60,0.684,107.948,0.759,0.759,0.269,0.13,0.0,0.0315
327,Hallelujah,Boyce Avenue,acoustic,sad,54,0.21,98.558,0.163,0.62,0.911,0.108,2e-06,0.0274
328,Ashes,Madi Diaz,acoustic,sad,37,0.254,110.864,0.0676,0.497,0.891,0.122,0.0441,0.0341
329,明日の☆SHOW,Masaharu Fukuyama,acoustic,focused,34,0.603,113.413,0.516,0.644,0.306,0.262,0.0,0.0263
330,Love Me Like You Do,Boyce Avenue,acoustic,melancholic,55,0.254,92.644,0.248,0.45,0.827,0.204,0.0,0.0414
331,Lost Sparks,Canyon City,acoustic,melancholic,51,0.3,135.902,0.264,0.548,0.757,0.0851,9e-06,0.0298
332,Who We Are,Tristan Prettyman,acoustic,moody,48,0.507,108.168,0.153,0.521,0.0162,0.148,4.4e-05,0.0319
333,Heart (Original Version),Masaharu Fukuyama,acoustic,energetic,34,0.842,97.013,0.693,0.587,0.278,0.163,0.0,0.0268
334,It'll Be Alright,JJ Heller,acoustic,sad,51,0.324,139.883,0.181,0.543,0.452,0.412,2.8e-05,0.0316
335,Everybody,Ingrid Michaelson,acoustic,focused,54,0.636,95.002,0.48,0.742,0.446,0.0817,0.0,0.0331
336,Kabilugan Ng Buwan,Mark Oblea,acoustic,melancholic,32,0.402,94.99,0.313,0.707,0.677,0.104,0.0,0.0251
337,Keep Breathing,Ingrid Michaelson,acoustic,sad,54,0.308,125.93,0.187,0.52,0.776,0.115,0.00285,0.0331
338,Fast Car,Boyce Avenue,acoustic,melancholic,61,0.251,204.961,0.508,0.392,0.807,0.0797,0.0,0.0363
339,Just the Way You Are,Boyce Avenue,acoustic,melancholic,55,0.296,106.359,0.212,0.531,0.84,0.124,0.0,0.0304
340,The Ladder,Andrew Belle,acoustic,moody,55,0.608,123.991,0.315,0.681,0.62,0.136,0.000425,0.0339
341,HELLO (Original Version),Masaharu Fukuyama,acoustic,happy,34,0.861,77.983,0.511,0.569,0.0425,0.204,0.0,0.0406
342,接吻,Hanare Gumi,acoustic,melancholic,33,0.296,88.006,0.65,0.707,0.283,0.0601,0.0,0.078
343,Can't Keep It Inside,Brett Dennen,acoustic,melancholic,45,0.0646,121.696,0.395,0.519,0.982,0.105,4e-06,0.0433
344,明日天気になれ,Hanare Gumi,acoustic,energetic,33,0.705,111.204,0.621,0.608,0.078,0.179,8.4e-05,0.0253
345,IT'S ONLY LOVE,Masaharu Fukuyama,acoustic,happy,34,0.734,117.84,0.413,0.585,0.0334,0.0934,0.0,0.032
346,それがすべてさ,Masaharu Fukuyama,acoustic,happy,34,0.89,102.644,0.425,0.527,0.0043,0.118,0.0,0.0665
347,I Don't Wanna Love Somebody Else,A Great Big World,acoustic,melancholic,49,0.22,126.618,0.345,0.495,0.847,0.0957,1e-06,0.0355
348,Burn It All!,RENT STRIKE,acoustic,sad,33,0.424,99.696,0.157,0.628,0.395,0.106,4e-06,0.0416
349,Carried Me With You,Brandi Carlile,acoustic,focused,62,0.666,98.384,0.372,0.639,0.271,0.111,0.0,0.0636
350,"O, Pennsyltucky!",Mischief Brew,acoustic,focused,33,0.624,162.586,0.462,0.245,0.11,0.363,0.0,0.0368
351,"I Believed You, William Blake",Frank Turner,acoustic,moody,31,0.526,130.719,0.334,0.387,0.244,0.105,0.000386,0.0301
352,Pepperspray,Get Dead,acoustic,happy,32,0.675,142.041,0.719,0.539,0.188,0.198,0.0,0.0709
353,Stickup,Get Dead,acoustic,angry,32,0.837,160.025,0.207,0.487,0.0133,0.102,0.0,0.0623
354,Heaven - Acoustic,Grace George,acoustic,melancholic,54,0.24,131.266,0.487,0.529,0.938,0.0659,0.0,0.037
355,Soldier's Eyes,Jack Savoretti,acoustic,melancholic,50,0.289,109.965,0.415,0.666,0.641,0.109,8e-06,0.0317
356,Asleep Among Endives,Ichiko Aoba,acoustic,sad,58,0.0318,123.985,0.148,0.451,0.983,0.0989,0.0532,0.0421
357,Symphony - Acoustic,Thomas Daniel,acoustic,sad,49,0.208,83.155,0.105,0.359,0.943,0.0931,0.0,0.036
358,When I Was Your Man,Boyce Avenue,acoustic,sad,52,0.237,144.174,0.163,0.403,0.906,0.111,0.0,0.0391
359,Save Your Tears - Acoustic,Amber Leigh Irish,acoustic,melancholic,49,0.111,110.813,0.247,0.693,0.937,0.0858,1e-06,0.0379
360,Koi,Gen Hoshino,acoustic,energetic,53,0.819,158.115,0.878,0.598,0.0008,0.218,0.0,0.0911
361,July Bones,Richard Walters,acoustic,sad,54,0.27,100.006,0.155,0.596,0.785,0.0647,0.134,0.0265
362,Autumn Breeze,Kaiak,acoustic,melancholic,50,0.334,80.036,0.208,0.589,0.832,0.133,0.0,0.029
363,Save Your Tears,Boyce Avenue,acoustic,melancholic,57,0.275,116.004,0.294,0.735,0.746,0.131,0.0,0.0304
364,You're Still The One - Acoustic,Bailey Rushlow,acoustic,melancholic,53,0.168,119.836,0.398,0.605,0.887,0.12,0.0,0.0496
365,Somebody Loved,Kina Grannis,acoustic,melancholic,57,0.107,78.393,0.637,0.612,0.936,0.109,0.0,0.0302
366,Bohemian Rhapsody - Acoustic,John Adams,acoustic,melancholic,52,0.0665,64.289,0.349,0.451,0.967,0.109,1e-06,0.0516
367,As It Was - Acoustic,Amber Leigh Irish,acoustic,melancholic,51,0.0477,118.162,0.513,0.595,0.923,0.0909,0.0,0.0662
368,Wish List,Canyon City,acoustic,melancholic,46,0.11,201.008,0.32,0.307,0.733,0.111,6e-06,0.0388
369,Beautiful Disaster,Chord Overstreet,acoustic,melancholic,41,0.27,144.589,0.214,0.3,0.9,0.1,4.5e-05,0.0371
370,Fake a smile,Wayne Mack,acoustic,melancholic,57,0.191,149.91,0.274,0.731,0.735,0.131,0.671,0.122
371,River Flows In You,Sungha Jung,acoustic,sad,42,0.23,129.532,0.11,0.356,0.923,0.112,0.801,0.0519
372,Kill Me Pretty,Tamio Okuda,acoustic,angry,47,0.796,141.868,0.271,0.432,0.0002,0.266,0.00209,0.0606
373,No Matter Where You Are,Us The Duo,acoustic,focused,55,0.664,132.059,0.436,0.693,0.0309,0.223,0.0,0.0336
374,I Like You,Ben Rector,acoustic,relaxed,56,0.334,157.92,0.397,0.624,0.321,0.113,3e-06,0.0391
375,The Mess I Made,Parachute,acoustic,moody,49,0.572,165.394,0.17,0.423,0.0158,0.231,0.0,0.0347
376,"Here, Right Now",Joshua Radin,acoustic,relaxed,56,0.391,108.868,0.492,0.496,0.826,0.108,0.0126,0.0311
377,Wonderful Tonight,Boyce Avenue,acoustic,melancholic,52,0.299,95.008,0.286,0.671,0.753,0.0975,2e-06,0.0284
378,Salvation,Gabrielle Aplin,acoustic,melancholic,50,0.267,135.198,0.229,0.379,0.605,0.152,0.00322,0.0293
379,Wilderness,Jon Bryant,acoustic,sad,53,0.209,82.892,0.138,0.499,0.882,0.088,0.00491,0.0305
380,恋人 (Original Version),Masaharu Fukuyama,acoustic,relaxed,33,0.336,71.967,0.47,0.649,0.27,0.137,0.0,0.0299
381,I Just Called To Say I Love You,Bailey Pelkman,acoustic,melancholic,54,0.257,132.032,0.348,0.746,0.772,0.107,0.0,0.0312
382,Fall on Me,A Great Big World,acoustic,melancholic,50,0.268,110.456,0.225,0.393,0.697,0.11,0.0,0.0385
383,Song To Sing When I'm Lonely,John Frusciante,acoustic,focused,54,0.673,114.243,0.419,0.629,0.294,0.139,0.0109,0.0262
384,Have Yourself a Merry Little Christmas,Tres Hermanas,acoustic,melancholic,32,0.268,66.805,0.265,0.452,0.961,0.119,2.9e-05,0.0311
385,Message (Original Version),Masaharu Fukuyama,acoustic,happy,33,0.791,126.764,0.589,0.616,0.0599,0.318,4e-06,0.0293
386,Beautiful In White,Matt Johnson,acoustic,melancholic,50,0.278,129.948,0.233,0.619,0.836,0.121,0.0,0.0267
387,Heaven Is a Place on Earth,The Mayries,acoustic,melancholic,56,0.176,107.974,0.335,0.634,0.931,0.136,2e-06,0.0307
388,Passenger Seat (Acoustic),Stephen Speaks,acoustic,chill,63,0.437,153.604,0.688,0.549,0.682,0.224,1.6e-05,0.0313
389,Guaranteed - Humming Version,Eddie Vedder,acoustic,melancholic,48,0.339,100.69,0.343,0.292,0.923,0.111,0.879,0.032
390,"Hang Me, Oh Hang Me",Dave Van Ronk,acoustic,melancholic,54,0.0273,120.24,0.395,0.504,0.931,0.109,1.1e-05,0.0415
391,The Afterglow,John Frusciante,acoustic,happy,31,0.869,124.183,0.369,0.636,0.129,0.272,0.0554,0.0284
392,Eat the Meek,Frank Turner,acoustic,angry,31,0.913,136.073,0.334,0.486,0.0,0.225,0.289,0.0616
393,The Trouble with Wanting,Joy Williams,acoustic,sad,60,0.198,138.624,0.19,0.396,0.912,0.0972,0.0,0.031
394,You Are the Best Thing,Ray LaMontagne,acoustic,energetic,67,0.727,170.593,0.885,0.578,0.0304,0.172,2e-05,0.0332
395,Boycott Me!,Mischief Brew,acoustic,happy,33,0.509,132.297,0.69,0.684,0.571,0.402,0.0,0.0334
396,To Risk to Live,Days N Daze,acoustic,happy,32,0.567,129.949,0.929,0.623,0.831,0.104,6e-06,0.037
397,"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,acoustic,focused,31,0.574,182.379,0.389,0.228,0.517,0.128,0.00148,0.0421
398,No Christmas For Me,Zee Avi,acoustic,relaxed,0,0.313,114.955,0.35,0.809,0.876,0.112,0.0,0.0428
399,This One's for Johnny,Get Dead,acoustic,happy,31,0.772,129.91,0.586,0.482,0.0265,0.269,0.0,0.0318
400,Graveyard - Acoustic,Highland Peak,acoustic,melancholic,45,0.249,123.632,0.235,0.425,0.87,0.124,0.00175,0.0355
401,bouquet,Ichiko Aoba,acoustic,sad,56,0.044,85.708,0.115,0.298,0.983,0.101,0.124,0.035
402,こころをこめて,Aoi Teshima,acoustic,melancholic,45,0.254,135.862,0.242,0.468,0.938,0.107,0.000442,0.0303
403,Laid,Matt Nathanson,acoustic,energetic,50,0.89,119.862,0.744,0.565,0.0054,0.213,6.6e-05,0.0285
404,Same For You,Lee DeWyze,acoustic,relaxed,45,0.433,130.111,0.489,0.635,0.86,0.0877,0.43,0.029
405,2U - Acoustic Version,Clementine Duo,acoustic,melancholic,56,0.192,130.087,0.305,0.657,0.894,0.157,0.0,0.0365
406,Duet,Rachael Yamagata,acoustic,sad,43,0.14,128.904,0.146,0.459,0.895,0.138,0.00565,0.0367
407,I'll Say I Do,Brandon Chase,acoustic,melancholic,39,0.31,83.46,0.295,0.391,0.614,0.1,4e-06,0.0268
408,Anyone,Bailey Jehl,acoustic,melancholic,53,0.208,199.805,0.309,0.371,0.912,0.105,0.0,0.0462
409,Start of Time,Gabrielle Aplin,acoustic,sad,45,0.461,106.84,0.0844,0.453,0.165,0.109,0.0,0.0329
410,Heat Waves,Bailey Jehl,acoustic,melancholic,53,0.248,125.515,0.401,0.706,0.879,0.101,0.0,0.0386
411,There She Goes,Clementine Duo,acoustic,melancholic,54,0.28,106.966,0.527,0.724,0.755,0.326,0.0,0.0303
412,Wells,Joshua Hyslop,acoustic,melancholic,51,0.444,83.99,0.217,0.535,0.669,0.104,0.0278,0.0291
413,God Only Knows,Kina Grannis,acoustic,melancholic,55,0.125,106.686,0.507,0.658,0.877,0.287,0.0,0.0323
414,Afterglow,Andrew Foy,acoustic,melancholic,33,0.168,109.937,0.299,0.711,0.868,0.114,2e-05,0.0367
415,Burn The Rain,Kurt Cobain,acoustic,chill,55,0.415,114.263,0.626,0.504,0.879,0.35,0.494,0.121
416,Already Mine,Us The Duo,acoustic,sad,46,0.175,155.69,0.198,0.309,0.913,0.118,6.2e-05,0.0331
417,きみはぼくのともだち,Hanare Gumi,acoustic,melancholic,30,0.027,122.007,0.203,0.628,0.944,0.0909,0.0006,0.0485
418,Never Be the Same,Gabrielle Aplin,acoustic,moody,46,0.674,122.807,0.288,0.49,0.19,0.0634,0.000143,0.0322
419,All Is Well,Austin Basham,acoustic,melancholic,60,0.413,155.69,0.245,0.316,0.856,0.143,0.00245,0.0334
420,My Mistake,Gabrielle Aplin,acoustic,sad,51,0.271,145.902,0.0943,0.47,0.799,0.119,0.0,0.0342
421,Near Or Far,Us The Duo,acoustic,relaxed,47,0.317,79.91,0.512,0.515,0.816,0.0973,0.0,0.0283
422,Without a Light,Drew Holcomb & The Neighbors,acoustic,relaxed,60,0.435,87.952,0.485,0.493,0.656,0.118,0.000327,0.0423
